[2024-11-19 12:00:38] info: 	z2m: Logging to console, file (filename: log.log)
[2024-11-19 12:00:38] info: 	z2m: Starting Zigbee2MQTT version 1.41.0 (commit #cc31cea)
[2024-11-19 12:00:38] info: 	z2m: Starting zigbee-herdsman (2.1.7)
[2024-11-19 12:00:39] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-11-19 12:00:39] info: 	zh:zstack:znp: Serialport opened
[2024-11-19 12:00:57] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2024-11-19 12:00:57] info: 	z2m: zigbee-herdsman started (reset)
[2024-11-19 12:00:57] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20220219,"transportrev":2},"type":"zStack3x0"}'
[2024-11-19 12:00:57] info: 	z2m: Currently 0 devices are joined.
[2024-11-19 12:00:57] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-11-19 12:00:57] warning: 	z2m: Allowing new devices to join.
[2024-11-19 12:00:57] warning: 	z2m: Set `permit_join` to `false` once you joined all devices.
[2024-11-19 12:00:57] info: 	z2m: Zigbee: allowing new devices to join.
[2024-11-19 12:00:57] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto
[2024-11-19 12:00:57] info: 	z2m: Connected to MQTT server
[2024-11-19 12:00:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-11-19 12:00:57] info: 	z2m: Started frontend on port 8080
[2024-11-19 12:00:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-11-19 12:00:57] info: 	z2m: Zigbee2MQTT started!
[2024-11-19 12:01:02] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b002f8b4661/connection_state/config', payload '{"device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x00124b002f8b4661_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
[2024-11-19 12:01:02] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b002f8b4661/restart_required/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"device_class":"problem","enabled_by_default":false,"entity_category":"diagnostic","name":"Restart required","object_id":"zigbee2mqtt_bridge_restart_required","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_restart_required_zigbee2mqtt","value_template":"{{ value_json.restart_required }}"}'
[2024-11-19 12:01:02] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/button/1221051039810110150109113116116_0x00124b002f8b4661/restart/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_topic":"zigbee2mqtt/bridge/request/restart","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"device_class":"restart","name":"Restart","object_id":"zigbee2mqtt_bridge_restart","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"payload_press":"","unique_id":"bridge_0x00124b002f8b4661_restart_zigbee2mqtt"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/1221051039810110150109113116116_0x00124b002f8b4661/log_level/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_template":"{\"options\": {\"advanced\": {\"log_level\": \"{{ value }}\" } } }","command_topic":"zigbee2mqtt/bridge/request/options","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"entity_category":"config","name":"Log level","object_id":"zigbee2mqtt_bridge_log_level","options":["error","warning","info","debug"],"origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_log_level_zigbee2mqtt","value_template":"{{ value_json.log_level | lower }}"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b002f8b4661/version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"entity_category":"diagnostic","icon":"mdi:zigbee","name":"Version","object_id":"zigbee2mqtt_bridge_version","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_version_zigbee2mqtt","value_template":"{{ value_json.version }}"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b002f8b4661/coordinator_version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:chip","name":"Coordinator version","object_id":"zigbee2mqtt_bridge_coordinator_version","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_coordinator_version_zigbee2mqtt","value_template":"{{ value_json.coordinator.meta.revision }}"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b002f8b4661/network_map/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"enabled_by_default":false,"entity_category":"diagnostic","json_attributes_template":"{{ value_json.data.value | tojson }}","json_attributes_topic":"zigbee2mqtt/bridge/response/networkmap","name":"Network map","object_id":"zigbee2mqtt_bridge_network_map","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/response/networkmap","unique_id":"bridge_0x00124b002f8b4661_network_map_zigbee2mqtt","value_template":"{{ now().strftime('%Y-%m-%d %H:%M:%S') }}"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b002f8b4661/permit_join_timeout/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"device_class":"duration","entity_category":"diagnostic","name":"Permit join timeout","object_id":"zigbee2mqtt_bridge_permit_join_timeout","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_permit_join_timeout_zigbee2mqtt","unit_of_measurement":"s","value_template":"{{ iif(value_json.permit_join_timeout is defined, value_json.permit_join_timeout, None) }}"}'
[2024-11-19 12:01:03] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/switch/1221051039810110150109113116116_0x00124b002f8b4661/permit_join/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_topic":"zigbee2mqtt/bridge/request/permit_join","device":{"hw_version":"zStack3x0 20220219","identifiers":["zigbee2mqtt_bridge_0x00124b002f8b4661"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.41.0"},"icon":"mdi:human-greeting-proximity","name":"Permit join","object_id":"zigbee2mqtt_bridge_permit_join","origin":{"name":"Zigbee2MQTT","sw":"1.41.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"false","payload_on":"true","state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b002f8b4661_permit_join_zigbee2mqtt","value_template":"{{ value_json.permit_join | lower }}"}'
[2024-11-19 12:01:09] error: 	zh:zstack:znp: Error while parsing to ZpiObject 'TypeError: Cannot read properties of undefined (reading 'name')'
[2024-11-19 12:02:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"offline"}'
[2024-11-19 12:02:59] info: 	z2m: Disconnecting from MQTT server
[2024-11-19 12:02:59] info: 	z2m: Stopping zigbee-herdsman...
[2024-11-19 12:02:59] error: 	zh:controller: Failed to disable join on stop: Error: --> 'SREQ: AF - dataRequestExt - {"dstaddrmode":2,"dstaddr":"0x000000000000fffd","destendpoint":242,"dstpanid":0,"srcendpoint":242,"clusterid":33,"transid":2,"options":0,"radius":30,"len":6,"data":{"type":"Buffer","data":[25,3,2,10,0,0]}}' failed with status '(0x02: INVALID_PARAM)' (expected '(0x00: SUCCESS)')
[2024-11-19 12:02:59] error: 	z2m: MQTT error: read ECONNRESET
[2024-11-19 12:03:08] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2024-11-19 12:03:08] info: 	zh:zstack:znp: closing
[2024-11-19 12:03:08] info: 	zh:zstack:znp: Port closed
[2024-11-19 12:03:08] info: 	z2m: Stopped zigbee-herdsman
[2024-11-19 12:03:08] info: 	z2m: Stopped Zigbee2MQTT
