[2025-03-31 19:58:49] info: 	z2m: Logging to console, file (filename: log.log)
[2025-03-31 19:58:49] info: 	z2m: Starting Zigbee2MQTT version 1.41.0 (commit #cc31cea)
[2025-03-31 19:58:49] info: 	z2m: Starting zigbee-herdsman (2.1.7)
[2025-03-31 19:58:50] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2025-03-31 19:58:50] info: 	zh:zstack:znp: Serialport opened
[2025-03-31 19:58:51] info: 	z2m: zigbee-herdsman started (resumed)
[2025-03-31 19:58:51] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20220219,"transportrev":2},"type":"zStack3x0"}'
[2025-03-31 19:58:51] info: 	z2m: 0x32d004602bd5b370 (0x32d004602bd5b370): LSPA9 - Elivco Smart plug (with power monitoring) (Router)
[2025-03-31 19:58:51] info: 	z2m: 0xa4c138ddf18abbdd (0xa4c138ddf18abbdd): TS011F_plug_1 - Tuya Smart plug (with power monitoring) (Router)
[2025-03-31 19:58:51] info: 	z2m: Currently 2 devices are joined.
[2025-03-31 19:58:51] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2025-03-31 19:58:51] warning: 	z2m: Allowing new devices to join.
[2025-03-31 19:58:51] warning: 	z2m: Set `permit_join` to `false` once you joined all devices.
[2025-03-31 19:58:51] info: 	z2m: Zigbee: allowing new devices to join.
[2025-03-31 19:58:51] info: 	z2m: Connecting to MQTT server at mqtt://mosquitto
[2025-03-31 19:58:51] info: 	z2m: Connected to MQTT server
[2025-03-31 19:58:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload 'online'
[2025-03-31 19:58:51] info: 	z2m: Started frontend on port 8080
[2025-03-31 19:58:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/config', payload '{"commit":"cc31cea","coordinator":{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20220219,"transportrev":2},"type":"zStack3x0"},"log_level":"info","network":{"channel":11,"extendedPanID":"0x00124b002f8b4661","panID":6754},"permit_join":true,"version":"1.41.0"}'
[2025-03-31 19:58:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x32d004602bd5b370', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":0,"indicator_mode":"off/on","linkquality":142,"power":0,"power_outage_memory":"restore","state":"OFF","voltage":228}'
[2025-03-31 19:58:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0xa4c138ddf18abbdd', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":249.15,"indicator_mode":"off/on","linkquality":247,"power":0,"power_outage_memory":"restore","state":"ON","voltage":227}'
[2025-03-31 19:58:51] info: 	z2m: Zigbee2MQTT started!
[2025-04-01 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-02 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-03 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-04 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-05 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-06 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-07 19:58:59] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-08 12:47:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload 'offline'
[2025-04-08 12:47:48] info: 	z2m: Disconnecting from MQTT server
[2025-04-08 12:47:48] info: 	z2m: Stopping zigbee-herdsman...
[2025-04-08 12:47:57] info: 	zh:controller: Wrote coordinator backup to '/app/data/coordinator_backup.json'
[2025-04-08 12:47:57] info: 	zh:zstack:znp: closing
[2025-04-08 12:47:57] info: 	zh:zstack:znp: Port closed
[2025-04-08 12:47:57] info: 	z2m: Stopped zigbee-herdsman
[2025-04-08 12:47:57] info: 	z2m: Stopped Zigbee2MQTT
